State,Date,Official,Official_Name,Emergency_Declaration,Health_Declaration,Stayhome_Restrictions,Natguard_Restrictions,Travel_Restrictions,Gatheringban_rawlimit,Election_delay,Election_change,Public_meetings,x,y
Indiana,4/2/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,4/3/2020 0:00:00,Governor,Eric J. Holcomb,0,1,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,4/6/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,1,0,0,0,-9604845.3158,4854295.68
Indiana,4/7/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,4/9/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,4/15/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,4/20/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,1,0,0,0,-9604845.3158,4854295.68
Indiana,4/23/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,4/24/2020 0:00:00,Governor,Eric J. Holcomb,0,0,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,5/1/2020 0:00:00,Governor,Eric J. Hocomb,0,extended,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,5/1/2020 0:00:00,Governor,Eric J. Hocomb,0,extended,0,0,0,0,0,0,0,-9604845.3158,4854295.68
Indiana,5/1/2020 1:00:00,Governor,Eric J. Hocomb,0,0,"only for vulnerable populations, still encouraged for other people but not required",0,travel can resume later in May,25 in stage 2 later in May,0,0,0,-9604845.3158,4854295.68
Iowa,3/9/2020 0:00:00,Governor,Kimberly Reynolds,1,0,0,0,0,0,0,0,0,-10408369.318,5172175.433600001
Iowa,3/13/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,0,0,0,0,0,-10408369.318,5172175.433600001
Iowa,3/17/2020 0:00:00,Governor,Kimberly Reynolds,0,1,0,0,0,10,0,0,0,-10408369.318,5172175.433600001
Iowa,3/19/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,0,0,0,0,0,-10408369.318,5172175.433600001
Iowa,3/22/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,0,0,0,0,0,-10408369.318,5172175.433600001
Iowa,3/26/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,0,0,0,0,0,-10408369.318,5172175.433600001
Iowa,3/31/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,0,0,0,0,0,-10408369.318,5172175.433600001
Iowa,4/2/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,0,10,0,0,0,-10408369.318,5172175.433600001
Iowa,4/7/2020 0:00:00,Governor,Kimberly Reynolds,0,1,0,0,0,10,0,0,0,-10408369.318,5172175.433600001
Iowa,4/16/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,0,10,0,0,0,-10408369.318,5172175.433600001
Iowa,4/24/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,0,0,0,election activities shall not be construed to limit any person from voting/attending training for precinct election officials,0,-10408369.318,5172175.433600001
Iowa,5/6/2020 0:00:00,Governor,Kimberly Reynolds,0,0,0,0,campgrounds can reopen with protocol,0,0,0,0,-10408369.318,5172175.433600001
Kansas,3/12/2020 0:00:00,Governor,Laura Kelly,1,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/16/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/17/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,50,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/17/2020 1:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/17/2020 2:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/17/2020 3:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/20/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/20/2020 1:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/23/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/23/2020 1:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/23/2020 2:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/23/2020 3:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/24/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,10,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/24/2020 1:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/28/2020 0:00:00,Governor,Laura Kelly,0,0,1,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,3/31/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/7/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,10,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/9/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/9/2020 1:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/13/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/15/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/15/2020 1:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/16/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/22/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/27/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/30/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,0,0,0,0,-10951630.4986,4648129.569200002
Kansas,4/30/2020 1:00:00,Governor,Laura Kelly,0,0,0,0,0,10,0,0,0,-10951630.4986,4648129.569200002
Kansas,5/14/2020 0:00:00,Governor,Laura Kelly,0,0,0,0,0,10,0,0,0,-10951630.4986,4648129.569200002
Kentucky,3/6/2020 0:00:00,Governor,Andy Beshear,1,0,0,1,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/7/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/9/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/10/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/17/2020 0:00:00,Commissioner of Public Health,Steven Stack,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/19/2020 0:00:00,Commissioner of Public Health,Steven Stack,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/19/2020 1:00:00,Public Protection Cabinet,Kerry Harvey,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/22/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/23/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/23/2020 1:00:00,Commissioner of Public Health,Steven Stack,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/25/2020 1:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/25/2020 2:00:00,Education and Workforce Development Cabinet,Jacqueline Coleman,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/30/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,all non-essential out of state travel suspended for all KY citizens;,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/31/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,3/31/2020 1:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,4/2/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,instructed not to travel out of state;,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,4/8/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,4/8/2020 1:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,4/10/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,4/10/2020 1:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,4/20/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,4/24/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,1,0,-9494174.4369,4512853.2258
Kentucky,4/24/2020 1:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,5/1/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,1,0,-9494174.4369,4512853.2258
Kentucky,5/6/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,people traveling to KY must quarantine for 14 days,0,0,0,0,-9494174.4369,4512853.2258
Kentucky,5/8/2020 0:00:00,Governor,Andy Beshear,0,0,0,0,0,0,0,0,0,-9494174.4369,4512853.2258
Louisiana,3/19/2020 0:00:00,Governor,John Bel Edwards,0,0,0,0,0,0,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,3/22/2020 0:00:00,Governor,John Bel Edwards,0,0,1,0,0,10,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,3/26/2020 0:00:00,Governor,John Bel Edwards,0,0,0,0,0,0,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,4/2/2020 0:00:00,Governor,John Bel Edwards,0,0,0,0,0,0,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,4/7/2020 0:00:00,Governor,John Bel Edwards,0,0,0,0,0,0,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,4/14/2020 0:00:00,Governor,John Bel Edwards,0,0,0,0,0,0,0,1,0,-10177542.5195,3527461.0737999976
Louisiana,4/30/2020 0:00:00,Governor,John Bel Edwards,0,1,0,0,0,0,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,5/14/2020 0:00:00,Governor,John Bel Edwards,0,1,0,0,0,0,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,3/11/2020 0:00:00,Governor,John Bel Edwards,1,1,0,0,restrictions on travel for state employees,0,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,3/13/2020 0:00:00,Governor,John Bel Edwards,0,0,0,0,0,250,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,3/13/2020 1:00:00,Governor,John Bel Edwards,0,0,0,0,0,0,1,0,0,-10177542.5195,3527461.0737999976
Louisiana,3/14/2020 0:00:00,Governor,John Bel Edwards,0,0,0,0,0,0,0,0,0,-10177542.5195,3527461.0737999976
Louisiana,3/16/2020 0:00:00,Governor,John Bel Edwards,0,0,0,0,0,50,0,0,0,-10177542.5195,3527461.0737999976
Maine,3/12/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/15/2020 0:00:00,Governor,Janet Mills,1,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/17/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/18/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,10,0,0,0,-7703748.147700001,5671288.4243
Maine,3/19/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/20/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/20/2020 1:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/23/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/24/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/24/2020 1:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/25/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/26/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/26/2020 1:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/26/2020 2:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/27/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/27/2020 1:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/30/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/31/2020 0:00:00,Governor,Janet Mills,0,0,1,0,may only travel for essential reasons,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/31/2020 1:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/31/2020 2:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/31/2020 3:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,3/31/2020 4:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/1/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/3/2020 0:00:00,Governor,Janet Mills,0,0,0,0,must self-quarantine 14 days upon entering state,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/6/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/7/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/8/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/10/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/10/2020 1:00:00,Governor,Janet Mills,0,0,0,0,0,0,1,deadlines for election changes as well as regulations for absentee ballots,0,-7703748.147700001,5671288.4243
Maine,4/16/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/21/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/21/2020 1:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/24/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/24/2020 1:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/24/2020 2:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/24/2020 3:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/27/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/28/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/29/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maine,4/30/2020 0:00:00,Governor,Janet Mills,0,0,0,0,0,0,0,0,0,-7703748.147700001,5671288.4243
Maryland,3/12/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/12/2020 2:00:00,Governor,Lawrence Hogan,0,0,0,0,Cruise ships not allowed to allow people/embark,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/12/2020 3:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/13/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/15/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/16/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/16/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/17/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,1,0,0,-8477951.0431,4695663.535400003
Maryland,3/18/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/19/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/19/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/23/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/23/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/25/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/30/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/30/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/30/2020 2:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0.5,0,0.5,-8477951.0431,4695663.535400003
Maryland,3/30/2020 3:00:00,Governor,Lawrence Hogan,0,0,1,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/31/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/5/2020 0:00:00,Governor,Lawrence Hogan,1,1,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/12/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,3/31/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/1/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/3/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/5/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/5/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/5/2020 2:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/10/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/10/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,all persons living in the State of Maryland may travel between their Homes and Return Locations and polling places,0,1,includes povisions for electioneering and watchers at voting centers,0,-8477951.0431,4695663.535400003
Maryland,4/12/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/14/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/14/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/14/2020 2:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/15/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/18/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/20/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/29/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/29/2020 1:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,4/29/2020 2:00:00,Governor,Lawrence Hogan,0,0,0,0,0,0,0,0,0,-8477951.0431,4695663.535400003
Maryland,5/6/2020 0:00:00,Governor,Lawrence Hogan,0,0,1,0,0,10,0,0,0,-8477951.0431,4695663.535400003
Maryland,5/13/2020 0:00:00,Governor,Lawrence Hogan,0,0,0,0,0,10,0,0,0,-8477951.0431,4695663.535400003
Massachusetts,3/17/2020 3:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/18/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/18/2020 1:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/18/2020 2:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/18/2020 3:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/18/2020 4:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/20/2020 0:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/20/2020 1:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/23/2020 0:00:00,Governor,Charles Baker,0,0,0,0,0,10,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/23/2020 1:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/23/2020 2:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/24/2020 0:00:00,Dept of Public Health,n/a,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/24/2020 1:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/24/2020 2:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/24/2020 3:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/24/2020 4:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/25/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/25/2020 1:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/25/2020 2:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/26/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/26/2020 1:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/26/2020 2:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/28/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/29/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/30/2020 0:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/30/2020 1:00:00,Governor,Charles Baker,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,3/31/2020 0:00:00,Governor,Charles Baker,0,0,0,0,0,10,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,4/1/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,4/2/2020 0:00:00,Division of Capital Asset Management and Maintenance,Jayson Mitchell,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,4/2/2020 1:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,4/3/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,4/3/2020 1:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,4/3/2020 2:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,4/4/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
Massachusetts,4/6/2020 0:00:00,Comissioner of Public Health,Monica Bharel,0,0,0,0,0,0,0,0,0,-7983631.834799999,5214858.8605
